"","gravel_signal","gravel_noise","gravel_rate","gravel_feed","lower_gravel","upper_gravel"
"75",16.0027910126317,2.51399026152217,16.46,11,13.4888007511096,18.5167812741539
"76",16.6808209033194,2.4821873237352,15.43777778,11,14.1986335795842,19.1630082270546
"77",17.2161780960766,2.43839586578041,13.98888889,11,14.7777822302962,19.654573961857
"78",17.6342973776703,2.39597687509873,16.10444444,11,15.2383205025716,20.0302742527691
"79",17.9034318943027,2.34496918363447,18.66666667,11,15.5584627106682,20.2484010779372
"80",17.961452578214,2.29847566587541,18.58888889,11,15.6629769123386,20.2599282440894
"81",17.7720722961181,2.2646118092869,19.48666667,11,15.5074604868312,20.036684105405
"82",17.3104261659354,2.22009428199154,15.85111111,11,15.0903318839439,19.5305204479269
"83",16.6622826814983,2.1997770121089,12.29555556,11,14.4625056693894,18.8620596936072
"84",15.9392704955339,2.11175624130721,15.33777778,11,13.8275142542266,18.0510267368411
"85",15.1213752574211,2.04420245287435,16.42888889,11,13.0771728045467,17.1655777102955
"86",14.1796173205905,1.96036106479143,16.10888889,11,12.2192562557991,16.1399783853819
"87",13.1081759040549,1.9335037637968,15.13777778,11,11.1746721402581,15.0416796678516
"88",11.9340199458982,1.88693236685558,13.26444444,11,10.0470875790427,13.8209523127538
"89",10.7069827412467,1.83888335202147,13.84222222,11,8.86809938922525,12.5458660932682
"90",9.4237506934049,1.82034336787912,8.708888889,11,7.60340732552578,11.244094061284
"91",8.23563836761101,1.80484376628967,5.126666667,11,6.43079460132134,10.0404821339007
"92",7.24529810700722,1.76027150258042,6.64,11,5.4850266044268,9.00556960958763
"93",6.37757453208886,1.70397417937438,5.828888889,11,4.67360035271448,8.08154871146324
"94",5.67292044689628,1.64247294239198,4.864444444,11,4.03044750450429,7.31539338928826
"95",5.20251362481625,1.56052032207221,4.162222222,11,3.64199330274404,6.76303394688846
"96",5.01587425248989,1.53188971676423,5.275555556,11,3.48398453572567,6.54776396925412
"97",5.06145533124069,1.48836021449172,5.393333333,11,3.57309511674897,6.54981554573241
"98",5.28194336966243,1.4497424450579,5.317777778,11,3.83220092460453,6.73168581472033
"99",5.54901574783724,1.38489629816665,4.548888889,11,4.16411944967059,6.9339120460039
"100",5.82710474013145,1.38819817093809,5.246666667,11,4.43890656919336,7.21530291106955
