"","gravel_signal","sand_signal","gravel_noise","sand_noise","gravel_rate","sand_rate","gravel_feed","sand_feed","lower_gravel","upper_gravel","lower_sand","upper_sand"
"1",5.47377097302129,NA,0.847155805363564,NA,4.553333333,NA,4.33,0,4.62661516765773,6.32092677838486,NA,NA
"2",5.22991430892645,NA,0.856758932789604,NA,3.593333333,NA,4.33,0,4.37315537613685,6.08667324171606,NA,NA
"3",4.94325844309077,NA,0.86205875176275,NA,3.684444444,NA,4.33,0,4.08119969132802,5.80531719485352,NA,NA
"4",4.74003057003891,NA,0.879063144340161,NA,4.124444444,NA,4.33,0,3.86096742569875,5.61909371437907,NA,NA
"5",4.7535425947501,NA,0.913588803779108,NA,4.113333333,NA,4.33,0,3.839953790971,5.66713139852921,NA,NA
"6",5.08490900400294,NA,0.993690794276372,NA,4.613333333,NA,4.33,0,4.09121820972657,6.07859979827931,NA,NA
"7",5.76618065669738,NA,1.09308023565493,NA,7.268888889,NA,4.33,0,4.67310042104246,6.85926089235231,NA,NA
"8",6.69576723090793,NA,1.16606144988667,NA,7.062222222,NA,4.33,0,5.52970578102126,7.8618286807946,NA,NA
"9",7.74144914683698,-0.141506861629422,1.23760174302025,0.107457590015068,9.037777778,0,4.33,0.54,6.50384740381673,8.97905088985724,-0.248964451644491,-0.0340492716143543
"10",8.67195924607402,-0.0491026407957656,1.29220785777319,0.10391640323521,10.86444444,0,4.33,0.54,7.37975138830083,9.9641671038472,-0.153019044030976,0.0548137624394449
"11",9.30014045825314,0.0494995211471182,1.32497440703477,0.102680195815545,11.13333333,0,4.33,0.54,7.97516605121837,10.6251148652879,-0.0531806746684264,0.152179716962663
"12",9.56063942061543,0.132983399628469,1.33479904193021,0.101722985695786,11.76444444,0,4.33,0.54,8.22584037868522,10.8954384625456,0.0312604139326826,0.234706385324255
"13",9.49052633134159,0.189310522861812,1.32435895329921,0.103933381816118,10.84888889,0,4.33,0.54,8.16616737804238,10.8148852846408,0.0853771410456941,0.293243904677929
"14",9.20900347916343,0.216329178864642,1.30174691083831,0.115190622465422,8.924444444,0,4.33,0.54,7.90725656832512,10.5107503900017,0.101138556399221,0.331519801330064
"15",8.84296493063401,0.215171244336962,1.27391025053455,0.129861322368005,11.13555556,0,4.33,0.54,7.56905468009947,10.1168751811686,0.0853099219689566,0.345032566704968
"16",8.47233267622079,0.193515561823323,1.22565442226985,0.141480376585235,10.96,0,4.33,0.54,7.24667825395095,9.69798709849064,0.0520351852380883,0.334995938408558
"17",8.1696600889771,0.158076830400526,1.16447207053844,0.152947269797533,9.233333333,0,4.33,0.54,7.00518801843865,9.33413215951554,0.00512956060299244,0.311024100198059
"18",7.99100893133112,0.118391778574725,1.11113307120404,0.1623782714705,7.815555556,0,4.33,0.54,6.87987586012708,9.10214200253516,-0.0439864928957743,0.280770050045225
"19",7.94192601994684,0.0883798812171083,1.15054051701613,0.170557964202673,7.611111111,0,4.33,0.54,6.79138550293071,9.09246653696296,-0.0821780829855643,0.258937845419781
"20",7.96652583193783,0.0752806312759921,1.25907976150151,0.177510826688811,6.88,0,4.33,0.54,6.70744607043633,9.22560559343934,-0.102230195412819,0.252791457964803
"21",8.01141598586495,0.0813309816757411,1.37651211716095,0.18447438741958,7.784444444,0.011111111,4.33,0.54,6.634903868704,9.3879281030259,-0.103143405743839,0.265805369095321
"22",8.0536525495231,0.103266470082545,1.51065067076974,0.193596612543319,9.084444444,0.008888889,4.33,0.54,6.54300187875336,9.56430322029283,-0.0903301424607742,0.296863082625864
"23",8.11818336439336,0.136626266934851,1.65605929687458,0.204348556772155,7.413333333,0.011111111,4.33,0.54,6.46212406751878,9.77424266126794,-0.0677222898373042,0.340974823707007
"24",8.24996247267487,0.179348430059345,1.84697711050937,0.215792725791458,6.46,0.011111111,4.33,0.54,6.4029853621655,10.0969395831842,-0.0364442957321129,0.395141155850803
"25",8.44987974476296,0.228091749347601,2.08168604658177,0.226776714237631,7.282222222,0.008888889,4.33,0.54,6.36819369818119,10.5315657913447,0.00131503510997,0.454868463585231
"26",8.66622314010923,0.277690856981881,2.31647454452861,0.236064494439173,8.297777778,0.008888889,4.33,0.54,6.34974859558062,10.9826976846378,0.0416263625427082,0.513755351421054
"27",8.80858123293348,0.321027523591143,2.55305630160575,0.242470577899909,7.971111111,0.011111111,4.33,0.54,6.25552493132773,11.3616375345392,0.0785569456912331,0.563498101491052
"28",8.78919809381432,0.353458631707975,2.78134118147808,0.24499758580199,6.566666667,0.011111111,4.33,0.54,6.00785691233624,11.5705392752924,0.108461045905986,0.598456217509965
"29",8.52724129678405,0.367852169756555,2.97495566216238,0.242916785774387,9.573333333,0.022222222,4.33,0.54,5.55228563462167,11.5021969589464,0.124935383982168,0.610768955530942
"30",7.96325213879767,0.361228232273378,3.12011537103137,0.236008001990744,15.23111111,0.042222222,4.33,0.54,4.8431367677663,11.083367509829,0.125220230282634,0.597236234264122
"31",7.10698908388403,0.330035868274523,3.12342461791965,0.224702085123156,13.27555556,0.06,4.33,0.54,3.98356446596438,10.2304137018037,0.105333783151367,0.554737953397679
"32",6.10306739884225,0.276220878108867,3.0112099961674,0.209832819411569,4.195555556,0.055555556,4.33,0.54,3.09185740267485,9.11427739500965,0.0663880586972988,0.486053697520436
"33",5.17673441075691,0.207476980254786,2.851428791658,0.192319081451317,2.164444444,0.06,4.33,0.54,2.32530561909891,8.02816320241491,0.015157898803469,0.399796061706102
